id,hours_vs_occupation_avg,capital_gain_rank_in_education
39817,-30.802064791740833,3808
29189,8.197935208259167,3826
37691,-1.8020647917408326,3826
8837,-6.802064791740833,3871
7734,3.1979352082591674,3879
18767,-26.802064791740833,3879
26188,-16.802064791740833,3879
37161,3.1979352082591674,3879
12603,-13.802064791740833,3891
29272,8.197935208259167,3891
44996,13.197935208259167,3891
16937,-16.802064791740833,3909
20569,-11.802064791740833,3910
28051,-11.802064791740833,3910
44252,3.1979352082591674,3910
228,8.197935208259167,3918
14239,8.197935208259167,3918
17070,8.197935208259167,3918
17733,-1.8020647917408326,3918
17873,18.197935208259167,3918
19853,-19.802064791740833,3918
20390,-21.802064791740833,3955
33296,-24.802064791740833,3955
1009,-11.802064791740833,3971
1939,8.197935208259167,3971
10177,8.197935208259167,3971
14073,-1.8020647917408326,3971
16765,8.197935208259167,3971
17714,-16.802064791740833,3971
24846,-21.802064791740833,3971
33075,-21.802064791740833,3971
40103,3.1979352082591674,3971
1063,-19.802064791740833,4023
1780,-17.802064791740833,4023
28012,-27.802064791740833,4023
4,-1.8020647917408326,4036
6,8.197935208259167,4036
13,3.1979352082591674,4036
22,-25.802064791740833,4036
35,8.197935208259167,4036
75,8.197935208259167,4036
100,-13.802064791740833,4036
113,-11.802064791740833,4036
132,8.197935208259167,4036
182,6.197935208259167,4036
185,-23.802064791740833,4036
193,8.197935208259167,4036
229,3.1979352082591674,4036
245,18.197935208259167,4036
266,8.197935208259167,4036
268,-1.8020647917408326,4036
274,3.1979352082591674,4036
316,8.197935208259167,4036
331,13.197935208259167,4036
350,8.197935208259167,4036
378,-21.802064791740833,4036
397,-15.802064791740833,4036
413,-6.802064791740833,4036
429,3.1979352082591674,4036
434,-11.802064791740833,4036
437,-26.802064791740833,4036
470,-11.802064791740833,4036
505,-21.802064791740833,4036
516,8.197935208259167,4036
563,-23.802064791740833,4036
604,8.197935208259167,4036
612,-1.8020647917408326,4036
626,-21.802064791740833,4036
637,-21.802064791740833,4036
640,8.197935208259167,4036
641,8.197935208259167,4036
647,8.197935208259167,4036
657,-6.802064791740833,4036
664,-2.8020647917408326,4036
693,-1.8020647917408326,4036
703,-15.802064791740833,4036
717,5.197935208259167,4036
728,8.197935208259167,4036
765,8.197935208259167,4036
768,8.197935208259167,4036
816,-26.802064791740833,4036
873,13.197935208259167,4036
880,8.197935208259167,4036
913,-1.8020647917408326,4036
915,8.197935208259167,4036
926,-8.802064791740833,4036
933,8.197935208259167,4036
960,3.1979352082591674,4036
981,13.197935208259167,4036
1000,-16.802064791740833,4036
1002,8.197935208259167,4036
1005,8.197935208259167,4036
1029,8.197935208259167,4036
1043,8.197935208259167,4036
1048,-1.8020647917408326,4036
1120,8.197935208259167,4036
1127,-11.802064791740833,4036
1130,8.197935208259167,4036
1142,-24.802064791740833,4036
1156,67.19793520825917,4036
1167,-15.802064791740833,4036
1169,16.197935208259167,4036
1177,8.197935208259167,4036
1197,8.197935208259167,4036
1205,-1.8020647917408326,4036
1251,8.197935208259167,4036
1258,-6.802064791740833,4036
1259,8.197935208259167,4036
1285,-6.802064791740833,4036
1306,-11.802064791740833,4036
1338,-1.8020647917408326,4036
1362,8.197935208259167,4036
1367,-16.802064791740833,4036
1377,8.197935208259167,4036
1417,8.197935208259167,4036
1427,-16.802064791740833,4036
1438,-29.802064791740833,4036
1465,-8.802064791740833,4036
1480,13.197935208259167,4036
1522,-6.802064791740833,4036
1524,-3.8020647917408326,4036
1535,0.19793520825916744,4036
1560,-25.802064791740833,4036
1593,-11.802064791740833,4036
1595,8.197935208259167,4036
1606,-26.802064791740833,4036
1607,8.197935208259167,4036
1612,8.197935208259167,4036
1625,8.197935208259167,4036
1626,-15.802064791740833,4036
1641,-1.8020647917408326,4036
1665,8.197935208259167,4036
1681,-16.802064791740833,4036
1700,-1.8020647917408326,4036
1733,-16.802064791740833,4036
1746,28.197935208259167,4036
1750,-26.802064791740833,4036
1774,-11.802064791740833,4036
1778,13.197935208259167,4036
1787,11.197935208259167,4036
1791,-6.802064791740833,4036
1801,28.197935208259167,4036
1813,0.19793520825916744,4036
1828,-23.802064791740833,4036
1832,-16.802064791740833,4036
1834,-11.802064791740833,4036
1837,18.197935208259167,4036
1863,8.197935208259167,4036
1866,8.197935208259167,4036
1893,18.197935208259167,4036
1944,28.197935208259167,4036
1955,8.197935208259167,4036
1982,0.19793520825916744,4036
2042,-11.802064791740833,4036
2055,-11.802064791740833,4036
2088,28.197935208259167,4036
2092,-11.802064791740833,4036
2117,-7.802064791740833,4036
2122,-23.802064791740833,4036
2160,-1.8020647917408326,4036
2163,8.197935208259167,4036
2201,8.197935208259167,4036
2228,8.197935208259167,4036
2255,8.197935208259167,4036
2281,-25.802064791740833,4036
2323,18.197935208259167,4036
2333,-1.8020647917408326,4036
2364,8.197935208259167,4036
2410,-23.802064791740833,4036
2415,8.197935208259167,4036
2416,8.197935208259167,4036
2438,18.197935208259167,4036
2447,8.197935208259167,4036
2492,8.197935208259167,4036
2494,28.197935208259167,4036
2498,-26.802064791740833,4036
2507,-21.802064791740833,4036
2510,8.197935208259167,4036
2531,8.197935208259167,4036
2536,-16.802064791740833,4036
2539,-19.802064791740833,4036
2556,18.197935208259167,4036
2579,8.197935208259167,4036
2584,3.1979352082591674,4036
2593,0.19793520825916744,4036
2612,3.1979352082591674,4036
2634,4.197935208259167,4036
2642,21.197935208259167,4036
2650,8.197935208259167,4036
2651,-15.802064791740833,4036
2655,-30.802064791740833,4036
2666,13.197935208259167,4036
2721,8.197935208259167,4036
2760,-21.802064791740833,4036
2774,8.197935208259167,4036
2775,-16.802064791740833,4036
2778,13.197935208259167,4036
2797,8.197935208259167,4036
2804,3.1979352082591674,4036
2808,8.197935208259167,4036
2848,18.197935208259167,4036
2902,-1.8020647917408326,4036
2920,-24.802064791740833,4036
2965,8.197935208259167,4036
2995,-21.802064791740833,4036
3004,8.197935208259167,4036
3018,8.197935208259167,4036
3037,-15.802064791740833,4036
3067,3.1979352082591674,4036
3074,8.197935208259167,4036
3083,-23.802064791740833,4036
3090,8.197935208259167,4036
3102,8.197935208259167,4036
3130,6.197935208259167,4036
3143,-25.802064791740833,4036
3200,-26.802064791740833,4036
3206,8.197935208259167,4036
3216,8.197935208259167,4036
3219,-1.8020647917408326,4036
3228,8.197935208259167,4036
3232,12.197935208259167,4036
3237,67.19793520825917,4036
3259,-21.802064791740833,4036
3288,3.1979352082591674,4036
3297,-16.802064791740833,4036
3313,18.197935208259167,4036
3407,8.197935208259167,4036
3413,18.197935208259167,4036
3421,8.197935208259167,4036
3431,8.197935208259167,4036
3492,-1.8020647917408326,4036
3540,8.197935208259167,4036
3569,8.197935208259167,4036
3638,-11.802064791740833,4036
3669,-23.802064791740833,4036
3671,-20.802064791740833,4036
3690,8.197935208259167,4036
3698,28.197935208259167,4036
3725,8.197935208259167,4036
3744,8.197935208259167,4036
3746,-6.802064791740833,4036
3757,-11.802064791740833,4036
3816,23.197935208259167,4036
3853,-16.802064791740833,4036
3859,8.197935208259167,4036
3867,6.197935208259167,4036
3870,-1.8020647917408326,4036
3882,-27.802064791740833,4036
3920,-22.802064791740833,4036
3963,-15.802064791740833,4036
3982,3.1979352082591674,4036
3994,-1.8020647917408326,4036
3997,-1.8020647917408326,4036
4003,-6.802064791740833,4036
4005,3.1979352082591674,4036
4017,-16.802064791740833,4036
4055,8.197935208259167,4036
4058,-1.8020647917408326,4036
4067,3.1979352082591674,4036
4081,-11.802064791740833,4036
4108,-15.802064791740833,4036
4117,8.197935208259167,4036
4136,8.197935208259167,4036
4148,-5.802064791740833,4036
4155,-17.802064791740833,4036
4176,8.197935208259167,4036
4216,8.197935208259167,4036
4221,8.197935208259167,4036
4227,8.197935208259167,4036
4230,-16.802064791740833,4036
4233,8.197935208259167,4036
4241,3.1979352082591674,4036
4259,-13.802064791740833,4036
4265,8.197935208259167,4036
4270,-23.802064791740833,4036
4274,18.197935208259167,4036
4281,-6.802064791740833,4036
4297,-11.802064791740833,4036
4304,8.197935208259167,4036
4321,-1.8020647917408326,4036
4330,8.197935208259167,4036
4350,-11.802064791740833,4036
4372,-21.802064791740833,4036
4440,-16.802064791740833,4036
4455,-25.802064791740833,4036
4467,8.197935208259167,4036
4483,8.197935208259167,4036
4486,-7.802064791740833,4036
4519,-27.802064791740833,4036
4575,-11.802064791740833,4036
4585,-6.802064791740833,4036
4597,10.197935208259167,4036
4610,13.197935208259167,4036
4624,-15.802064791740833,4036
4640,8.197935208259167,4036
4641,-11.802064791740833,4036
4646,-1.8020647917408326,4036
4661,-6.802064791740833,4036
4662,8.197935208259167,4036
4668,-1.8020647917408326,4036
4708,8.197935208259167,4036
4728,13.197935208259167,4036
4744,-11.802064791740833,4036
4745,3.1979352082591674,4036
4748,-23.802064791740833,4036
4753,-17.802064791740833,4036
4759,-23.802064791740833,4036
4776,8.197935208259167,4036
4777,-6.802064791740833,4036
4783,18.197935208259167,4036
4788,-23.802064791740833,4036
4802,8.197935208259167,4036
4821,3.1979352082591674,4036
4823,8.197935208259167,4036
4840,-26.802064791740833,4036
4843,8.197935208259167,4036
4846,-13.802064791740833,4036
4858,8.197935208259167,4036
4861,-6.802064791740833,4036
4870,8.197935208259167,4036
4885,-16.802064791740833,4036
4898,3.1979352082591674,4036
4927,-29.802064791740833,4036
4934,0.19793520825916744,4036
4935,-1.8020647917408326,4036
4946,-1.8020647917408326,4036
4959,0.19793520825916744,4036
4984,8.197935208259167,4036
4989,3.1979352082591674,4036
4995,8.197935208259167,4036
4998,8.197935208259167,4036
5023,9.197935208259167,4036
5046,-11.802064791740833,4036
5052,-16.802064791740833,4036
5066,8.197935208259167,4036
5078,18.197935208259167,4036
5087,-16.802064791740833,4036
5108,33.19793520825917,4036
5109,8.197935208259167,4036
5134,-16.802064791740833,4036
5145,-17.802064791740833,4036
5146,-29.802064791740833,4036
5164,-27.802064791740833,4036
5174,-11.802064791740833,4036
5227,8.197935208259167,4036
5245,10.197935208259167,4036
5256,-6.802064791740833,4036
5289,-27.802064791740833,4036
5329,3.1979352082591674,4036
5348,-1.8020647917408326,4036
5360,8.197935208259167,4036
5373,0.19793520825916744,4036
5379,16.197935208259167,4036
5391,8.197935208259167,4036
5400,8.197935208259167,4036
5425,-11.802064791740833,4036
5434,8.197935208259167,4036
5470,18.197935208259167,4036
5473,-1.8020647917408326,4036
5476,6.197935208259167,4036
5486,8.197935208259167,4036
5515,8.197935208259167,4036
5518,8.197935208259167,4036
5530,8.197935208259167,4036
5532,8.197935208259167,4036
5536,8.197935208259167,4036
5573,-21.802064791740833,4036
5583,3.1979352082591674,4036
5587,-23.802064791740833,4036
5623,6.197935208259167,4036
5635,8.197935208259167,4036
5646,8.197935208259167,4036
5649,-1.8020647917408326,4036
5681,-21.802064791740833,4036
5682,-11.802064791740833,4036
5701,-16.802064791740833,4036
5714,-26.802064791740833,4036
5726,-1.8020647917408326,4036
5732,-21.802064791740833,4036
5735,8.197935208259167,4036
5746,-23.802064791740833,4036
5783,-11.802064791740833,4036
5816,-11.802064791740833,4036
5824,8.197935208259167,4036
5838,48.19793520825917,4036
5885,52.19793520825917,4036
5888,0.19793520825916744,4036
5896,-1.8020647917408326,4036
5900,8.197935208259167,4036
5936,13.197935208259167,4036
5952,3.1979352082591674,4036
5957,3.1979352082591674,4036
5972,8.197935208259167,4036
5990,8.197935208259167,4036
5991,-23.802064791740833,4036
6050,8.197935208259167,4036
6064,13.197935208259167,4036
6082,-26.802064791740833,4036
6095,-6.802064791740833,4036
6099,8.197935208259167,4036
6130,-16.802064791740833,4036
6152,-19.802064791740833,4036
6186,8.197935208259167,4036
6219,8.197935208259167,4036
6221,8.197935208259167,4036
6231,43.19793520825917,4036
6232,-1.8020647917408326,4036
6250,-6.802064791740833,4036
6265,-7.802064791740833,4036
6320,-11.802064791740833,4036
6325,-11.802064791740833,4036
6334,13.197935208259167,4036
6365,28.197935208259167,4036
6384,8.197935208259167,4036
6385,0.19793520825916744,4036
6398,8.197935208259167,4036
6432,8.197935208259167,4036
6433,28.197935208259167,4036
6491,8.197935208259167,4036
6499,-1.8020647917408326,4036
6508,8.197935208259167,4036
6525,8.197935208259167,4036
6611,8.197935208259167,4036
6613,8.197935208259167,4036
6614,8.197935208259167,4036
6623,8.197935208259167,4036
6642,33.19793520825917,4036
6648,8.197935208259167,4036
6660,13.197935208259167,4036
6673,8.197935208259167,4036
6684,8.197935208259167,4036
6751,-11.802064791740833,4036
6766,-1.8020647917408326,4036
6783,8.197935208259167,4036
6790,8.197935208259167,4036
6800,-7.802064791740833,4036
6805,8.197935208259167,4036
6839,-23.802064791740833,4036
6841,-1.8020647917408326,4036
6869,3.1979352082591674,4036
6874,48.19793520825917,4036
6884,8.197935208259167,4036
6928,8.197935208259167,4036
6941,13.197935208259167,4036
6992,-7.802064791740833,4036
7066,-27.802064791740833,4036
7071,8.197935208259167,4036
7138,8.197935208259167,4036
7141,-8.802064791740833,4036
7152,8.197935208259167,4036
7169,8.197935208259167,4036
7170,-16.802064791740833,4036
7223,8.197935208259167,4036
7231,8.197935208259167,4036
7251,8.197935208259167,4036
7263,8.197935208259167,4036
7266,28.197935208259167,4036
7270,8.197935208259167,4036
7303,-10.802064791740833,4036
7374,8.197935208259167,4036
7425,8.197935208259167,4036
7435,13.197935208259167,4036
7444,-11.802064791740833,4036
7456,8.197935208259167,4036
7480,8.197935208259167,4036
7511,8.197935208259167,4036
7529,8.197935208259167,4036
7534,8.197935208259167,4036
7539,-28.802064791740833,4036
7558,38.19793520825917,4036
7561,8.197935208259167,4036
7566,-11.802064791740833,4036
7610,3.1979352082591674,4036
7620,8.197935208259167,4036
7623,-6.802064791740833,4036
7633,-26.802064791740833,4036
7640,8.197935208259167,4036
7647,-16.802064791740833,4036
7723,11.197935208259167,4036
7724,13.197935208259167,4036
7771,-7.802064791740833,4036
7775,8.197935208259167,4036
7785,8.197935208259167,4036
7793,8.197935208259167,4036
7799,-11.802064791740833,4036
7811,8.197935208259167,4036
7871,-16.802064791740833,4036
7882,-21.802064791740833,4036
7892,-23.802064791740833,4036
7900,-11.802064791740833,4036
7923,-11.802064791740833,4036
7924,-29.802064791740833,4036
7926,8.197935208259167,4036
7947,-21.802064791740833,4036
7970,-16.802064791740833,4036
8018,-19.802064791740833,4036
8023,28.197935208259167,4036
8027,8.197935208259167,4036
8041,-1.8020647917408326,4036
8079,8.197935208259167,4036
8103,-15.802064791740833,4036
8104,-16.802064791740833,4036
8111,8.197935208259167,4036
8116,8.197935208259167,4036
8122,8.197935208259167,4036
8161,8.197935208259167,4036
8183,8.197935208259167,4036
8189,-11.802064791740833,4036
8203,-16.802064791740833,4036
8206,3.1979352082591674,4036
8223,8.197935208259167,4036
8231,0.19793520825916744,4036
8234,-1.8020647917408326,4036
8248,18.197935208259167,4036
8250,-1.8020647917408326,4036
8284,-29.802064791740833,4036
8289,-11.802064791740833,4036
8290,-16.802064791740833,4036
8337,12.197935208259167,4036
8341,-20.802064791740833,4036
8346,8.197935208259167,4036
8383,8.197935208259167,4036
8584,13.197935208259167,4036
8611,-11.802064791740833,4036
8626,-11.802064791740833,4036
8635,8.197935208259167,4036
8648,13.197935208259167,4036
8660,8.197935208259167,4036
8667,8.197935208259167,4036
8681,8.197935208259167,4036
8694,8.197935208259167,4036
8702,16.197935208259167,4036
8710,8.197935208259167,4036
8713,-16.802064791740833,4036
8721,-21.802064791740833,4036
8753,-11.802064791740833,4036
8760,8.197935208259167,4036
8763,-6.802064791740833,4036
8785,-11.802064791740833,4036
8794,8.197935208259167,4036
8803,8.197935208259167,4036
8836,8.197935208259167,4036
8839,-16.802064791740833,4036
8851,8.197935208259167,4036
8869,8.197935208259167,4036
8875,8.197935208259167,4036
8900,8.197935208259167,4036
8916,13.197935208259167,4036
8921,8.197935208259167,4036
8953,-9.802064791740833,4036
8988,-25.802064791740833,4036
9030,-1.8020647917408326,4036
9032,8.197935208259167,4036
9054,-11.802064791740833,4036
9081,-17.802064791740833,4036
9083,8.197935208259167,4036
9089,8.197935208259167,4036
9091,-21.802064791740833,4036
9102,8.197935208259167,4036
9128,8.197935208259167,4036
9135,8.197935208259167,4036
9137,-6.802064791740833,4036
9145,-8.802064791740833,4036
9175,8.197935208259167,4036
9211,-7.802064791740833,4036
9251,8.197935208259167,4036
9257,-25.802064791740833,4036
9289,8.197935208259167,4036
9312,13.197935208259167,4036
9319,8.197935208259167,4036
9354,18.197935208259167,4036
9361,-19.802064791740833,4036
9367,-21.802064791740833,4036
9380,-11.802064791740833,4036
9381,3.1979352082591674,4036
9382,8.197935208259167,4036
9417,-1.8020647917408326,4036
9437,18.197935208259167,4036
9493,4.197935208259167,4036
9494,8.197935208259167,4036
9501,8.197935208259167,4036
9516,-11.802064791740833,4036
9524,-15.802064791740833,4036
9563,13.197935208259167,4036
9567,8.197935208259167,4036
9584,-1.8020647917408326,4036
9585,8.197935208259167,4036
9602,13.197935208259167,4036
9607,8.197935208259167,4036
9608,-11.802064791740833,4036
9623,-16.802064791740833,4036
9636,18.197935208259167,4036
9648,8.197935208259167,4036
9667,-11.802064791740833,4036
9708,8.197935208259167,4036
9715,3.1979352082591674,4036
9723,-21.802064791740833,4036
9735,-7.802064791740833,4036
9750,8.197935208259167,4036
9752,0.19793520825916744,4036
9767,8.197935208259167,4036
9802,-11.802064791740833,4036
9831,8.197935208259167,4036
9841,-11.802064791740833,4036
9849,-1.8020647917408326,4036
9875,-1.8020647917408326,4036
9898,-28.802064791740833,4036
9904,0.19793520825916744,4036
10001,8.197935208259167,4036
10024,8.197935208259167,4036
10028,8.197935208259167,4036
10056,8.197935208259167,4036
10065,-1.8020647917408326,4036
10076,8.197935208259167,4036
10100,-25.802064791740833,4036
10110,6.197935208259167,4036
10116,-26.802064791740833,4036
10132,-11.802064791740833,4036
10179,52.19793520825917,4036
10205,-15.802064791740833,4036
10214,8.197935208259167,4036
10241,-29.802064791740833,4036
10248,8.197935208259167,4036
10261,-21.802064791740833,4036
10265,8.197935208259167,4036
10266,18.197935208259167,4036
10270,3.1979352082591674,4036
10272,-11.802064791740833,4036
10285,-1.8020647917408326,4036
10364,8.197935208259167,4036
10408,-16.802064791740833,4036
10431,-1.8020647917408326,4036
10436,-11.802064791740833,4036
10508,-11.802064791740833,4036
10539,4.197935208259167,4036
10559,-6.802064791740833,4036
10570,8.197935208259167,4036
10578,20.197935208259167,4036
10612,13.197935208259167,4036
10620,-11.802064791740833,4036
10666,8.197935208259167,4036
10670,-23.802064791740833,4036
10673,-6.802064791740833,4036
10699,-29.802064791740833,4036
10726,8.197935208259167,4036
10756,-11.802064791740833,4036
10767,-6.802064791740833,4036
10795,-16.802064791740833,4036
10801,-11.802064791740833,4036
10833,-3.8020647917408326,4036
10850,8.197935208259167,4036
10871,-16.802064791740833,4036
10890,23.197935208259167,4036
10891,8.197935208259167,4036
10914,-1.8020647917408326,4036
10941,8.197935208259167,4036
11003,-6.802064791740833,4036
11054,-23.802064791740833,4036
11109,18.197935208259167,4036
11132,8.197935208259167,4036
11201,38.19793520825917,4036
11224,8.197935208259167,4036
11230,13.197935208259167,4036
11253,8.197935208259167,4036
11285,10.197935208259167,4036
11338,-8.802064791740833,4036
11355,-6.802064791740833,4036
11366,8.197935208259167,4036
11403,-10.802064791740833,4036
11437,-21.802064791740833,4036
11457,8.197935208259167,4036
11467,8.197935208259167,4036
11493,8.197935208259167,4036
11517,-29.802064791740833,4036
11561,8.197935208259167,4036
11562,-15.802064791740833,4036
11595,28.197935208259167,4036
11607,3.1979352082591674,4036
11623,-15.802064791740833,4036
11646,-26.802064791740833,4036
11655,0.19793520825916744,4036
11701,8.197935208259167,4036
11709,3.1979352082591674,4036
11762,8.197935208259167,4036
11767,8.197935208259167,4036
11788,8.197935208259167,4036
11802,-30.802064791740833,4036
11848,8.197935208259167,4036
11871,-24.802064791740833,4036
11881,-11.802064791740833,4036
11901,-11.802064791740833,4036
11905,8.197935208259167,4036
11907,-11.802064791740833,4036
11921,48.19793520825917,4036
11939,8.197935208259167,4036
11946,-1.8020647917408326,4036
11947,-1.8020647917408326,4036
11966,8.197935208259167,4036
11968,23.197935208259167,4036
11973,8.197935208259167,4036
11976,-11.802064791740833,4036
12026,-1.8020647917408326,4036
12034,4.197935208259167,4036
12035,-16.802064791740833,4036
12037,8.197935208259167,4036
12052,4.197935208259167,4036
12063,3.1979352082591674,4036
12065,28.197935208259167,4036
12123,24.197935208259167,4036
12162,8.197935208259167,4036
12189,8.197935208259167,4036
12194,8.197935208259167,4036
12219,-11.802064791740833,4036
12237,8.197935208259167,4036
12240,-16.802064791740833,4036
12249,8.197935208259167,4036
12288,8.197935208259167,4036
12307,8.197935208259167,4036
12313,-16.802064791740833,4036
12322,8.197935208259167,4036
12357,22.197935208259167,4036
12361,-11.802064791740833,4036
12368,8.197935208259167,4036
12371,-10.802064791740833,4036
12373,-16.802064791740833,4036
12398,8.197935208259167,4036
12408,-26.802064791740833,4036
12421,-11.802064791740833,4036
12422,-24.802064791740833,4036
12424,8.197935208259167,4036
12429,-28.802064791740833,4036
12461,-1.8020647917408326,4036
12510,-21.802064791740833,4036
12568,-28.802064791740833,4036
12576,0.19793520825916744,4036
12611,8.197935208259167,4036
12616,8.197935208259167,4036
12676,-23.802064791740833,4036
12698,8.197935208259167,4036
12707,8.197935208259167,4036
12751,-24.802064791740833,4036
12773,-21.802064791740833,4036
12788,-1.8020647917408326,4036
12801,0.19793520825916744,4036
12839,8.197935208259167,4036
12856,-6.802064791740833,4036
12859,8.197935208259167,4036
12867,-1.8020647917408326,4036
12872,-1.8020647917408326,4036
12883,18.197935208259167,4036
12892,67.19793520825917,4036
12978,16.197935208259167,4036
12993,-19.802064791740833,4036
13073,8.197935208259167,4036
13094,8.197935208259167,4036
13098,3.1979352082591674,4036
13135,-27.802064791740833,4036
13138,-7.802064791740833,4036
13158,6.197935208259167,4036
13183,13.197935208259167,4036
13195,8.197935208259167,4036
13205,13.197935208259167,4036
13240,8.197935208259167,4036
13289,3.1979352082591674,4036
13314,-13.802064791740833,4036
13322,8.197935208259167,4036
13326,-21.802064791740833,4036
13341,8.197935208259167,4036
13379,-29.802064791740833,4036
13405,8.197935208259167,4036
13406,-11.802064791740833,4036
13414,8.197935208259167,4036
13416,-1.8020647917408326,4036
13417,13.197935208259167,4036
13432,-11.802064791740833,4036
13439,-1.8020647917408326,4036
13467,-11.802064791740833,4036
13472,8.197935208259167,4036
13473,8.197935208259167,4036
13490,-15.802064791740833,4036
13495,-6.802064791740833,4036
13520,8.197935208259167,4036
13530,3.1979352082591674,4036
13577,-7.802064791740833,4036
13596,-17.802064791740833,4036
13659,-25.802064791740833,4036
13661,3.1979352082591674,4036
13663,16.197935208259167,4036
13679,-6.802064791740833,4036
13768,8.197935208259167,4036
13771,-6.802064791740833,4036
13779,-27.802064791740833,4036
13796,8.197935208259167,4036
13825,8.197935208259167,4036
13833,8.197935208259167,4036
13837,8.197935208259167,4036
13838,8.197935208259167,4036
13853,-11.802064791740833,4036
13870,16.197935208259167,4036
13872,-11.802064791740833,4036
13891,-11.802064791740833,4036
13897,-11.802064791740833,4036
13898,3.1979352082591674,4036
13907,-16.802064791740833,4036
13935,-21.802064791740833,4036
13951,-1.8020647917408326,4036
13957,8.197935208259167,4036
13984,8.197935208259167,4036
13987,3.1979352082591674,4036
13989,8.197935208259167,4036
14018,8.197935208259167,4036
14033,-28.802064791740833,4036
14047,-1.8020647917408326,4036
14056,13.197935208259167,4036
14131,8.197935208259167,4036
14134,8.197935208259167,4036
14178,-6.802064791740833,4036
14202,-11.802064791740833,4036
14208,-28.802064791740833,4036
14285,-6.802064791740833,4036
14315,8.197935208259167,4036
14362,8.197935208259167,4036
14372,13.197935208259167,4036
